conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total,model,ablation_type,param_value
T3/test/19,T3,0,6.47768497467041,3.8845903873443604,7.8988142013549805,5.205620288848877,4.959981441497803,13.082110280368523,gpt2,layer_count,3
T3/test/2,T3,0,6.250407695770264,3.686739683151245,7.880216121673584,5.63688850402832,5.165841579437256,13.161226508560667,gpt2,layer_count,3
T3/test/20,T3,0,5.506495952606201,3.3786463737487793,7.340899467468262,5.091464519500732,4.744692802429199,12.00252784746398,gpt2,layer_count,3
T3/test/21,T3,0,3.704561233520508,1.187398076057434,5.51693868637085,4.615938663482666,3.0373103618621826,8.723671507594307,gpt2,layer_count,3
T3/test/22,T3,0,3.1336238384246826,2.4519202709198,4.452877044677734,3.091728687286377,2.024437427520752,7.022589161017834,gpt2,layer_count,3
T3/test/23,T3,0,6.250407695770264,3.686739683151245,7.880216121673584,5.63688850402832,5.165841579437256,13.161226508560667,gpt2,layer_count,3
T3/test/24,T3,0,6.250407695770264,3.686739683151245,7.880216121673584,5.63688850402832,5.165841579437256,13.161226508560667,gpt2,layer_count,3
T3/test/25,T3,0,6.47768497467041,3.8845903873443604,7.8988142013549805,5.205620288848877,4.959981441497803,13.082110280368523,gpt2,layer_count,3
T3/test/26,T3,0,5.506495952606201,3.3786463737487793,7.340899467468262,5.091464519500732,4.744692802429199,12.00252784746398,gpt2,layer_count,3
T3/test/27,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/28,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/29,T3,0,3.704561233520508,1.187398076057434,5.51693868637085,4.615938663482666,3.0373103618621826,8.723671507594307,gpt2,layer_count,3
T3/test/3,T3,0,6.47768497467041,3.8845903873443604,7.8988142013549805,5.205620288848877,4.959981441497803,13.082110280368523,gpt2,layer_count,3
T3/test/4,T3,0,5.506495952606201,3.3786463737487793,7.340899467468262,5.091464519500732,4.744692802429199,12.00252784746398,gpt2,layer_count,3
T3/test/5,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/6,T3,0,4.357147693634033,1.4492530822753906,5.708883285522461,3.989680290222168,3.4822592735290527,9.039916888700313,gpt2,layer_count,3
T3/test/7,T3,0,6.250407695770264,3.686739683151245,7.880216121673584,5.63688850402832,5.165841579437256,13.161226508560667,gpt2,layer_count,3
T3/test/8,T3,0,3.704561233520508,1.187398076057434,5.51693868637085,4.615938663482666,3.0373103618621826,8.723671507594307,gpt2,layer_count,3
T3/test/9,T3,0,3.1336238384246826,2.4519202709198,4.452877044677734,3.091728687286377,2.024437427520752,7.022589161017834,gpt2,layer_count,3
T4/test/0,T4,0,5.777469635009766,2.352508068084717,6.751140594482422,4.26646614074707,3.8321664333343506,10.834185794200122,gpt2,layer_count,3
T4/test/1,T4,0,5.752109050750732,3.2225468158721924,7.299251079559326,4.627082347869873,4.497480392456055,11.763836694257538,gpt2,layer_count,3
T4/test/10,T4,0,6.273745536804199,3.922405481338501,8.003694534301758,5.105149269104004,4.85352897644043,12.977810547391913,gpt2,layer_count,3
